2017-11-27 15:40:41,buy,19.95000000,0.05240235,0.00000000,0.05240235
2017-11-27 15:40:40,sell,205.43501236,0.05226900,0.00000000,0.05240235
2017-11-27 16:11:17,buy,19.95000000,0.05225000,0.00000000,0.05232618
2017-11-27 17:29:21,buy,19.95000000,0.05199990,0.00000000,0.05221742
2017-11-27 17:56:54,buy,7.49597315,0.05184807,0.00000000,0.05217631
2017-11-27 17:57:24,buy,19.95000000,0.05199334,0.00000000,0.05213449
2017-11-27 19:03:29,buy,19.95000000,0.05200000,0.00000000,0.05210947
2017-11-27 19:21:50,buy,19.95000000,0.05190000,0.00000000,0.05207662
2017-11-27 19:25:55,buy,19.95000000,0.05193901,0.00000000,0.05205796
2017-11-27 19:28:57,buy,19.95000000,0.05188604,0.00000000,0.05203744
2017-11-27 19:29:28,buy,19.95000000,0.05185000,0.00000000,0.05201744
2017-11-27 19:29:59,buy,19.95000000,0.05185000,0.00000000,0.05200131
2017-11-27 19:30:33,buy,0.00961971,0.05141295,0.00000000,0.05200128
2017-11-27 19:31:58,buy,0.00859731,0.05172206,0.00000000,0.05200127
2017-11-27 19:32:28,buy,0.00832470,0.05162206,0.00000000,0.05200125
2017-11-27 19:32:58,buy,0.00775118,0.05172206,0.00000000,0.05200124
2017-11-27 19:33:31,buy,0.00739458,0.05169999,0.00000000,0.05200123
2017-11-27 19:34:01,buy,0.00703654,0.05169000,0.00000000,0.05200122
2017-11-27 19:34:32,buy,0.00668241,0.05169000,0.00000000,0.05200121
2017-11-27 19:35:03,buy,0.00634611,0.05169000,0.00000000,0.05200120
2017-11-27 19:35:33,buy,0.00602674,0.05169000,0.00000000,0.05200119
2017-11-27 19:36:03,buy,0.00568827,0.05172206,0.00000000,0.05200118
2017-11-27 19:36:33,buy,0.00540359,0.05172206,0.00000000,0.05200118
2017-11-27 20:08:04,buy,0.00532172,0.05153210,0.00000000,0.05200116
2017-11-27 20:08:34,buy,0.00504661,0.05153210,0.00000000,0.05200115
2017-11-27 20:09:04,buy,0.00478573,0.05153210,0.00000000,0.05200114
2017-11-27 20:09:34,buy,0.00453832,0.05153210,0.00000000,0.05200113
2017-11-27 20:10:05,buy,0.00446449,0.05133333,0.00000000,0.05200112
2017-11-27 20:10:36,buy,0.00422855,0.05133000,0.00000000,0.05200110
2017-11-27 20:11:06,buy,0.00370784,0.05173823,0.00000000,0.05200110
2017-11-27 20:11:36,buy,0.00380279,0.05133000,0.00000000,0.05200109
2017-11-27 20:12:06,buy,0.00333450,0.05173823,0.00000000,0.05200108
2017-11-27 20:12:36,buy,0.00316809,0.05173823,0.00000000,0.05200108
2017-11-27 20:44:37,buy,0.00303903,0.05168831,0.00000000,0.05200107
2017-11-27 22:47:43,buy,19.95000000,0.05490280,0.00000000,0.05490280
2017-11-27 22:47:42,sell,207.12028196,0.05476275,0.00000000,0.05490280
2017-11-27 22:53:19,buy,19.95000000,0.05650000,0.00000000,0.05650000
2017-11-27 23:01:29,buy,19.95000000,0.05635001,0.00000000,0.05642501
2017-11-27 23:02:31,buy,19.95000000,0.05619999,0.00000000,0.05635000
2017-11-27 23:24:56,buy,19.95000000,0.05990005,0.00000000,0.05990005
2017-11-27 23:24:56,sell,59.84999999,0.05940188,0.00000000,0.05990005
2017-11-27 23:36:08,buy,9.48417913,0.05882627,0.00000000,0.05955406
2017-11-27 23:36:39,buy,8.05253932,0.05890000,0.00000000,0.05941356
2017-11-27 23:37:10,buy,7.47606263,0.05889999,0.00000000,0.05932817
2017-11-27 23:37:40,buy,7.11900700,0.05879999,0.00000000,0.05925597
2017-11-27 23:38:11,buy,6.56943955,0.05890000,0.00000000,0.05921610
2017-11-27 23:45:51,buy,19.95000000,0.05900000,0.00000000,0.05916125
2017-11-27 23:46:22,buy,19.95000000,0.05900001,0.00000000,0.05912861
2017-11-27 23:59:39,buy,4.45594476,0.05846716,0.00000000,0.05910000
2017-11-28 00:01:44,buy,4.66531145,0.05779998,0.00000000,0.05904367
2017-11-28 00:02:14,buy,4.89948884,0.05699999,0.00000000,0.05895472
2017-11-28 00:02:45,buy,5.12052229,0.05610325,0.00000000,0.05883066
2017-11-28 00:03:15,buy,4.22361880,0.05690000,0.00000000,0.05876378
2017-11-28 00:03:48,buy,3.92849988,0.05689989,0.00000000,0.05870559
2017-11-28 00:04:20,buy,3.71162166,0.05680000,0.00000000,0.05865100
2017-11-28 00:04:52,buy,3.35997892,0.05700000,0.00000000,0.05860926
2017-11-28 00:05:22,buy,2.91396870,0.05749998,0.00000000,0.05858547
2017-11-28 00:05:53,buy,2.74150252,0.05749999,0.00000000,0.05856399
2017-11-28 00:06:23,buy,2.58052609,0.05749997,0.00000000,0.05854454
